link,source,bias,topic,titles,content,Country,translation,neg,neu,pos,error,translated_compound
https://mainichi.jp/articles/20241213/k00/00m/030/118000c,mainichi,left,America,もし米中衝突なら在日米軍基地の弱点は？　米報告書が危惧する想定,もし米中衝突なら在日米軍基地の弱点は？　米報告書が危惧する想定米シンクタンク「スティムソン・センター」は12日、米国と中国が軍事衝突し、在日米軍基地の滑走路が中国のミサイルで集中的に狙われた場合、12日間近く戦闘機の運用ができなくなるとのシミュレーション結果をまとめた報告書を公表した。台湾有事などを想定した場合、紛争初期に滑走路が機能不全になるのは大きな痛手となる。報告書は滑走路への攻撃を防ぎきるのは困難だとして、滑走路が不要で機動的に運用できる無人航空機（ドローン）の活用に重点を切り替えるよう促している。報告書は軍事専門家や米空軍出身の客員研究員らがまとめた。中国国防大学の教本などを根拠に、人民解放軍が戦時に敵の航空基地や滑走路を優先的に攻撃する意図があると分析。滑走路を破壊すれば、航空機や人員が無事でも航空戦力を使えなくなることが背景にある。シミュレーションでは、人民解放軍が弾道ミサイルや長射程の巡航ミサイルを使って、日本、米領グアム、北マリアナ連邦などの米軍拠点の滑走路を一斉に攻撃すると想定。敵ミサイルや迎撃ミサイルの精度、断続的な攻撃のシナリオも考慮して、滑走路が被害を受けてから復旧までの時間を推計した。在日米軍基地で戦闘機の運用を再開するまでには少なくとも11日半かかった。さらに戦闘機より長い滑走路が必要な爆撃機や空中給油機の運用再開には1カ月以上かかった。F35やF22、F15などの戦闘機は航続距離が限られ、空中給油機の支援がなければ、戦域にとどまって複数回攻撃したり、遠方に派遣したりするのは難しくなる。爆撃機に比べて搭載できるミサイル数が少ないため、戦闘機だけでは攻撃の効率も落ちる。また、中国の一部のミサイルしか届かない米領グアムなどの滑走路は2日以内に復旧できるとの結果で、日本の方が対応が難しいことも浮き彫りになった。一方、日本が自衛隊基地の使用を許可した場合、戦闘機の運用再開までは3日半以上、空中給油機などは9日半以上かかった。民間空港を使用した場合でも、戦闘機で3日間、給油機で9日間は日本からの運用はできないという結果だった。米空軍は中国との戦闘を見据えて、航空機を分散配備した上で頻繁に移動し、敵に標的を絞りにくくさせる「ACE（エース＝機敏な戦力展開）」という戦術の浸透を図っている。米軍や自衛隊は、航空機の格納庫の強じん化、滑走路復旧の迅速化といった取り組みも進めている。しかし、敵の対空攻撃能力が限られた対テロ戦争と異なり、高性能な対空ミサイルを持つ中国を相手に想定した場合、既存の戦闘機や爆撃機を敵の脅威圏内で運用するのは難しいとの指摘が以前からあった。そうした運用上の制限に加えて、今回の報告書は航空機運用の大前提となる滑走路の脆弱（ぜいじゃく）性を指摘した。米軍には無人機を中心とした運用に重点を切り替え、敵の脅威圏内で持続的に活動するために必要な武器や燃料、機材を太平洋の島しょ部に事前に配備しておくよう提言。さらに中国の脅威を受ける日本やフィリピン、台湾など米国の同盟・連携相手には、無人機や防空ミサイルの態勢を優先的に強化するよう提案した。【ワシントン秋山信一】,Japan,"if the chinese are to be involved in a nato strike, what is the weakness of the korean u.s. base in japan? it took more than three and a half days to get the aircraft back operational, and it took nine and half hours for the commercial jet to be grounded for three days, even though the pakistanis were able to fly it for nine days.",0.065,0.935,0.0,,-0.5106
https://mainichi.jp/articles/20241213/k00/00m/030/117000c,mainichi,left,America,トランプ氏夫妻、15日に安倍昭恵さんと夕食会　米報道,トランプ氏夫妻、15日に安倍昭恵さんと夕食会　米報道米CNNは12日、トランプ次期大統領が15日に南部フロリダ州の自宅で故安倍晋三元首相の妻・昭恵さんと私的な夕食会を開くと報じた。妻メラニアさんも同席する。トランプ氏は1期目の在任中、安倍氏と親密な関係を築いたことで知られ、旧交を温めるために昭恵さんを招いたとみられる。CNNによると、2022年に安倍氏が銃撃されて死去した後も、トランプ氏は昭恵さんを気遣って連絡することがあり、個人的な関係が続いていた。今回も外交当局は介さずに、トランプ氏と昭恵さんの個人的な会話から夕食会が企画されたという。安倍氏はトランプ氏が16年の大統領選で当選した後、外国首脳としていち早く面会に行き、個人的な関係を築いた。在任中はたびたびゴルフを共にプレーし、トランプ氏の依頼を受けてノーベル平和賞に推薦したこともあった。トランプ氏は首脳間の個人的関係や直接交渉を重視しており、次期政権発足を前に各国がトランプ氏との接触を探っている。石破茂首相はまだ面会の機会がない。【ワシントン秋山信一】,Japan,"the president of the united states of america on the 15th of february, 2012, held a private dinner with abe shieme, president tommy osada of florida on that day, and on feebruary the 12th, 2013, he held an intimate dinner for the wife of abed shumada, the late wife",0.0,0.944,0.056,,0.4215
https://mainichi.jp/articles/20241213/k00/00m/030/107000c,mainichi,left,America,ガザ停戦、年内の合意に意欲　ハマスも譲歩か　交渉仲介の米高官,ガザ停戦、年内の合意に意欲　ハマスも譲歩か　交渉仲介の米高官パレスチナ自治区ガザ地区の停戦交渉を仲介する米国のサリバン大統領補佐官（国家安全保障問題担当）は12日、訪問先のイスラエルでネタニヤフ首相と会談した。会談後の記者会見で、イスラエルとイスラム主義組織ハマスとの停戦交渉について、「ネタニヤフ氏は合意する準備ができていると感じた」と述べ、年内の合意成立に意欲を示した。また米紙ウォール・ストリート・ジャーナルは12日、ハマスが交渉で、ガザ地区でのイスラエル軍の一時的な駐留を初めて認めたと報道。これまでは撤退を主張しており、譲歩した格好だ。停戦に向けて動いているトランプ次期米大統領も停戦の成立に楽観的な見方を示しており、ここに来て動きが加速している。報道によると、イスラエルとハマスの間では、60日間の停戦のほか、ハマスが拘束する人質のうち最大30人を解放することなどが検討されている。米メディアによると、ハマスは人質100人ほどを拘束しているとみられ、イスラエルの情報機関はこのうち約半分が生存していると考えているという。米ニュースサイト「アクシオス」によると、ネタニヤフ氏は会談でサリバン氏に、「ハマスが青信号を出せば、すぐに取引を実行する用意がある」と強調したという。サリバン氏は記者会見で、これまで強硬だったハマスの交渉姿勢に変化がみられるとし、「合意は実現しないかもしれないが、両者に政治的な意思があれば合意は可能だと信じている」と説明。一方、ネタニヤフ氏が合意の成立の時期をトランプ政権が発足する来年1月20日まで遅らせるとの見方は否定した。またトランプ氏は12日に公表されたタイム誌のインタビューで、「中東の問題はロシアとウクライナで起きていることよりも対処しやすい。非常に建設的なことが起きていて、解決に向かっていると思う」と語った。一方、ロイター通信は西側諸国の外交官の話として、「合意は具体化しているが、一握りの人質の解放と一時的な敵対行為の停止にとどまるだろう」との見方を伝えた。【ワシントン松井聡】,Japan,"gaza ceasefire, commitment to a lasting peace, and hamas commitment, to negotiate a ceasefire in gaza, on the 12th of july, 2012 as diplomats have spoken, the agreement will remain in effect and will only allow for the release of a handful of hostages and a temporary truce.",0.0,0.739,0.261,,0.9153
https://mainichi.jp/articles/20241213/k00/00m/030/104000c,mainichi,left,America,トランプ氏、不法移民追放に米軍投入も　「侵略行為」とみなすと主張,トランプ氏、不法移民追放に米軍投入も　「侵略行為」とみなすと主張トランプ次期米大統領は、12日公開された米誌「タイム」とのインタビューで、不法移民の国外追放に米軍を投入する可能性を示唆した。不法移民を受け入れない国に対して、米国市場へのアクセスを規制する考えも示した。報道によると、トランプ氏は2025年1月の就任後、複数の法執行機関に対して、不法移民の国外追放に着手するよう命じると説明した。米国には国内の法執行に米軍を使うことを禁止する法律があるが、不法入国を「侵略行為」とみなして「米国への侵略に対して、米軍の使用は妨げられない」とも主張。「法律で許される最大限のレベルで執行する」と述べた。また、不法移民を出身国や第三国に追放する手続きに協力しない国に対して、「そうした国々とはビジネスをしない」と述べた。懲罰的に関税引き上げなどの措置をちらつかせることで、協力を求める方針だとみられる。トランプ氏は既にカナダやメキシコに対して、25％の追加関税を示唆し、不法移民対策への協力を求めている。ロイター通信によると、トランプ氏の政権移行チームは、不法移民の出身国が受け入れを拒否した場合、第三国に移送することも検討しており、既にパナマなど中南米諸国に受け入れを打診しているという。こうした交渉でも、関税引き上げを交渉材料に使う可能性がある。トランプ氏の側近は同誌に対して、南部のメキシコとの国境での「国境の壁」建設の本格再開や、不法移民の亡命申請中に米国内への仮放免を認める「キャッチ・アンド・リリース」方式の廃止も進めることも明らかにした。【ワシントン秋山信一】,Japan,"mr. trump, the president of the united states of america, has declared that the invasion of new york city, which he has called an act of aggression, will be considered an extraterritorial act.",0.061,0.861,0.078,,0.1531
https://mainichi.jp/articles/20241213/k00/00m/030/092000c,mainichi,left,America,米次期政権にすり寄るウォール街　経済界大物、相次ぎトランプ氏詣で,米次期政権にすり寄るウォール街　経済界大物、相次ぎトランプ氏詣でトランプ次期米大統領が12日、ニューヨーク証券取引所の取引開始の鐘（オープニング・ベル）を鳴らし、世界最大の金融街であるウォールストリートの投資家や経営者に向け、減税や規制緩和などの優遇措置をアピールした。自らに忠誠を誓う人物を次期政権の重要ポストにつける露骨な人事を見せつけ、関係が悪化していた米ビジネス界の大物もトランプ政権にすり寄ろうとしている。「どの国にもない強力なインセンティブを与える。誰も見たことのない経済を実現する」。トランプ氏は取引所での演説で、株価上昇に向け多くの優遇策を実行すると強調した。セレモニーには、妻のメラニア氏やバンス次期副大統領らが同席し、集まった投資家などから拍手や「USA」コールがわき起こった。目玉となるのは、…,Japan,"the president of the united states, mr. trump, has signed a letter of intent to ratify the appointment of a man who has pledged to vote for the amendment to the bill, bill for a $1 trillion dollar stimulus package, which will be introduced into the new york stock exchange on the 12th of this month.",0.0,0.949,0.051,,0.4215
https://mainichi.jp/articles/20241213/k00/00m/030/083000c,mainichi,left,America,習氏、トランプ次期米大統領の就任式欠席へ　米メディア報道,習氏、トランプ次期米大統領の就任式欠席へ　米メディア報道米CBSテレビは12日、来年1月20日に実施されるトランプ次期大統領の就任式に、中国の習近平国家主席は欠席する見通しだと報じた。関係者2人の話としている。中国からは駐米大使夫妻のほか、別の高官も出席する可能性があるという。CBSは11日、トランプ氏側が習氏を就任式に招待したと報道していた。報道によると、就任式には各国の駐米大使らが出席するのが慣例で、国務省の記録では1874年以降に外国の首脳が出席した例はない。次期政権で大統領報道官を務めるレビット氏は12日、複数の外国の首脳が就任式に招待されていると明かした。【ワシントン松井聡】,Japan,"china, on behalf of president troy, has been suspended from the inauguration ceremony of the next president of united states, and on the 12th of july, 2012, the bbc news announced that president chupei will be absent from his inauguration as president.",0.068,0.871,0.061,,-0.0772
https://mainichi.jp/articles/20241213/k00/00m/030/035000c,mainichi,left,America,21年の米議会襲撃、監察官が「FBIによる扇動」との陰謀論を否定,21年の米議会襲撃、監察官が「FBIによる扇動」との陰謀論を否定米国で2021年1月に起きた連邦議会襲撃事件を巡って、司法省の監察官は12日、報告書を公表した。連邦捜査局（FBI）の協力者計26人が現場付近にいて、うち4人が議事堂内に入ったと指摘。ただ、FBIから議事堂内への立ち入りや暴力をけしかける不法行為を許可・指示されていたケースはなかった。FBIの覆面捜査官が現場にいたとの証拠もなく、「FBIが事件を扇動した」とする陰謀論を否定する結論を出した。報告書によると、事件当日、FBIに情報提供する協力者3人が各地の出先機関などの指示で、議事堂付近に集まった当時のトランプ大統領の支持者らを監視していた。事前に情報収集にあたるなどしていた23人の情報提供者も現場にいたが、一部は担当のFBI捜査官に事前に知らせていなかった。協力者のうち4人は、暴徒化したトランプ氏の支持者らと共に議事堂内に侵入し、13人が議事堂付近の規制エリア内に立ち入っていた。しかし、FBIはこうした行動や暴力の扇動を指示していなかった。FBI内部では情報提供者の現場入りの状況が共有されておらず、本部やワシントン事務所が、トランプ氏の支持者らと行動を共にしていることを事前に把握していたのは5人だけだった。監察官は「情報共有されていれば、状況把握や迅速な対応が可能だった」と指摘した。事件は、20年大統領選の敗北を受け入れないトランプ氏が近くで開いた集会で「議事堂へ行進しよう」と呼びかけた後に起きた。議会では当時、選挙の公式集計手続きが行われており、暴徒の襲撃によって手続きは一時中断し、議員らが避難した。トランプ氏の支持者の間では「極左勢力が暴力をあおった」「FBIが議事堂にわざと群衆を入れた」といった陰謀論が根強くある。【ワシントン秋山信一】,Japan,"21 years ago in the united states of america, the inspector general of the us department of justice denied the conspiracy theory that the fbi was behind the 2011 election of congress there is a growing conspiracy theory. akiyama junichi",0.192,0.652,0.156,,-0.4215
https://mainichi.jp/articles/20241213/k00/00m/030/014000c,mainichi,left,America,米東部で目撃相次ぐ「謎のドローン」　ホワイトハウスは脅威説否定,米東部で目撃相次ぐ「謎のドローン」　ホワイトハウスは脅威説否定カービー米大統領補佐官（広報担当）は12日の記者会見で、東部ニュージャージー州で正体不明の無人航空機（ドローン）の目撃情報が相次いでいることについて、「画像を検証した結果、目撃情報の多くは合法的に飛行している有人航空機のようだ」と述べた。カービー氏は、飛行禁止空域での目撃情報はなく、沿岸警備隊などの調査で外国が関与している形跡は見当たらなかったと説明。「国家安全保障や公共の安全に脅威を及ぼしているとの証拠はない」と述べた。ニュージャージー州周辺では11月中旬以降、夜間などに「謎のドローン」の目撃情報が相次いでいる。市販品よりも大型で、「スポーツタイプ多目的車（SUV）ほどのサイズだった」との証言もある。トランプ次期大統領の別荘や軍事関連施設の付近でも目撃されており、2023年に中国の気球が飛来した時のような「外国によるスパイ行為」を疑う声も浮上。連邦捜査局（FBI）や州当局が捜査に乗り出し、州議会では「一時的な緊急事態宣言」を求める声も上がっていた。【ワシントン秋山信一】,Japan,"the white house has denied any credible threat to the united states, saying that the drone was spotted near the northernmost populated area of the u.s. and that president kuriyama has been in contact with foreign intelligence agencies in the last 12 months.",0.123,0.762,0.115,,-0.1027
https://mainichi.jp/articles/20241213/k00/00m/030/012000c,mainichi,left,America,北朝鮮の「IT戦士」、米企業で134億円稼ぐ　核開発の資金源に,北朝鮮の「IT戦士」、米企業で134億円稼ぐ　核開発の資金源に北朝鮮が「IT戦士」と呼ぶ技術者約130人を動員し、米国でリモート勤務が可能な業務を担わせ、2017～23年に8800万ドル（約134億3000万円）を稼いでいたことが、米司法当局の捜査で判明した。米当局は、売上金が核・ミサイル開発計画の資金源になったとみている。米国務省は12日、事件に関与した北朝鮮人らに関する情報提供を求め、最高500万ドル（約7億6300万円）の報奨金を設定した。米司法当局によると、北朝鮮は中国とロシアにIT関連のフロント企業を設立し、北朝鮮人の技術者を働かせていた。事前に窃取・購入した米国民の個人情報を使って、米国のIT企業などの求人に応募。リモート勤務で業務をこなして報酬を得ていた。米国で働いているように装うため、米国内の協力者にパソコンを用意させ、中国やロシアからこのパソコンを経由して仕事の情報をやりとりしていた。フロント企業のリーダーらは、「社会主義競技会」と称してIT技術者の稼ぎを競わせ、成績がよかった場合にはボーナスを支払っていた。米企業から受け取った報酬は、偽の身分証を使って中国などで開設した口座を経由して受け取っていた。米政府によると、北朝鮮は数千人のIT技術者を海外で出稼ぎさせており、今回摘発された事件は氷山の一角だとみられる。北朝鮮のIT技術者は1人で年間30万ドル（約4578万円）稼ぐ例もあるという。【ワシントン秋山信一】,Japan,"north korean it warrior, the $1.3 trillion dollar arms deal that the company is now seeking to acquire, has employed a staff of approximately 130 people, including a former staff member of the iranian government, who is currently in the process of transferring his company's assets to the united states.",0.0,0.911,0.089,,0.5423
https://mainichi.jp/articles/20241213/k00/00m/030/007000c,mainichi,left,America,「今年の人」選出のトランプ氏、NY証券取引所でオープニング・ベル,「今年の人」選出のトランプ氏、NY証券取引所でオープニング・ベルトランプ次期米大統領は12日、米誌タイム恒例の「今年の人」に選ばれたことを記念してニューヨーク証券取引所で取引開始の鐘（オープニング・ベル）を鳴らした。妻のメラニア氏やバンス次期副大統領も同席し、集まった投資家などから拍手や「USA」コールがわき起こった。トランプ氏は取引所で演説し、前回大統領に就任した時以来、2回目となる「今年の人」への選出について「大変な名誉だ。2回目だが、今回は前回よりも気に入っている」と述べた。大型の企業減税や石油・天然ガスの増産、環境規制の緩和など企業がビジネスをしやすい環境を整備すると強調。「米経済は極めて強く推移するだろう」と述べた。【ワシントン大久保渉】,Japan,"mr. trump, the president of the new york stock exchange, announced today that he will sign the bill into law on the 12th of this month as the occasion of its commencement.",0.0,1.0,0.0,,0.0
https://mainichi.jp/articles/20241214/k00/00m/020/109000c,mainichi,left,Business,陳列棚を「絵文字」が案内　高齢者らが「スローショッピング」体験,陳列棚を「絵文字」が案内　高齢者らが「スローショッピング」体験コンビニ大手のファミリーマート（東京都港区）は、認知症や高齢などの人が周囲に気兼ねなく、買い物を楽しむ「スローショッピング」の体験会を大分県由布市の由布狭間店で開いた。店内にピクトグラム（絵文字）を設置するなどして商品の陳列場所を分かりやすく示し、買い物を終えた体験者からは笑みがこぼれた。同社は、買い物が難しいと感じる人にとっての快適な環境を探るため、7月に鳥取県倉吉市内の店舗で体験会を実施。今回2例目で、九州地方では初となる。食品や飲料、日用品などを示すピクトグラムを店内各所に設置した他、買い物かごと共に店内の地図も配布。混乱せず商品にたどり着けるよう工夫した。また、2台あるレジのうち1台を、会計に時間がかけられる優先レジとし、お金の受け渡しがしやすいようトレーも通常より大きいサイズにした。体験会には、由布市の介護老人保健施設、健寿荘でサービスを受ける4人が参加。ケアマネジャーらと約20分かけて店内を回り、スナック菓子やスイーツなどを吟味して買い物かごに入れ、会計を済ませた。参加した工藤章子さん（81）は「ゆっくり買い物ができた。レジが便利で良かった」と笑顔で話した。同社大分営業所の岩見英二さんは「コンパクトな店舗の中にいろいろな商品があるコンビニは、少しの移動で買い物ができるという利点がある。『買い物弱者』と呼ばれる人でも安心して使える店舗づくりを行っていく」と語った。【山口泰輝】,Japan,the exhibit's display of characters is accompanied by a slide show of a slow food restaurant called slowfoods in the city of new york,0.0,1.0,0.0,,0.0
